[19:47:23] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1869, y=101, z=319} jb{x=-1869, y=99, z=319}
[19:48:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1820, y=102, z=328} jb{x=-1821, y=102, z=327}
[19:48:43] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1822, y=100, z=350} jb{x=-1822, y=101, z=351}
[19:48:45] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1822, y=101, z=364} jb{x=-1822, y=100, z=363}
[19:49:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1814, y=100, z=344} jb{x=-1812, y=101, z=348}
[19:49:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1814, y=100, z=344} jb{x=-1812, y=101, z=348}
[19:49:50] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1822, y=102, z=326} jb{x=-1823, y=102, z=326}
[19:50:00] [Server thread/WARN]: VICTOR moved wrongly!
[19:50:33] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1830, y=107, z=345} jb{x=-1831, y=108, z=345}
[19:50:33] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1830, y=107, z=345} jb{x=-1831, y=108, z=345}
[19:50:33] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1830, y=107, z=345} jb{x=-1831, y=108, z=345}
[19:50:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1863, y=109, z=324} jb{x=-1860, y=106, z=326}
[19:50:42] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1829, y=107, z=355} jb{x=-1829, y=106, z=356}
[19:50:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1862, y=106, z=323} jb{x=-1863, y=106, z=320}
